2019 1 25 22  40 01.8	30.38	103.06	21	ML	0.5	eq	四川芦山
2019 1 25 18  13 03.2	31.02	103.19	5	ML	0.7	eq	四川汶川
2019 1 24 3 1 11 22.4	30.41	103.02	3	ML	0.5	eq	四川芦山
2019 1 23 21  29 29.3	30.96	103.32	15	ML	0.3	eq	四川汶川
2019 1 23 21  20 30.5	31.29	103.53	14	ML	0.9	eq	四川汶川
2019 1 23 7 5 52 47.0	31.27	103.98	8	ML	1.0	eq	四川什邡
2019 1 22 23  01 23.1	31.47	103.15	8	ML	0.2	eq	四川理县
2019 1 22 15  03 42.6	30.00	103.10	41	ML	1.7	eq	四川雨城
2019 1 22 10  39 47.6	31.31	103.51	13	ML	0.5	eq	四川汶川
2019 1 21 16  01 05.4	31.31	103.43	4	ML	0.5	eq	四川汶川
2019 1 21 13  32 15.0	31.04	103.21	5	ML	0.6	eq	四川汶川
2019 1 21 0 3 35 30.7	31.83	103.06	3	ML	1.1	eq	四川茂县
2019 1 20 10  53 16.3	31.12	103.46	9	ML	0.3	eq	四川汶川
2019 1 20 8 2 27 33.2	30.86	103.15	2	ML	0.7	eq	四川汶川
2019 1 20 4 6 06 20.7	31.22	103.85	24	ML	0.8	eq	四川彭州
2019 1 20 0 4 47 37.1	30.79	103.25	25	ML	0.5	eq	四川崇州
2019 1 20 0 3 35 49.6	30.83	103.22	25	ML	3.5	eq	四川崇州
2019 1 17 12  27 08.2	31.68	103.13	11	ML	1.2	eq	四川理县
2019 1 17 3 5 54 08.4	31.20	103.79	24	ML	0.9	eq	四川彭州
2019 1 17 0 4 44 25.4	30.38	103.32	7	ML	1.1	eq	四川邛崃
2019 1 16 14  11 52.4	31.29	103.56	6	ML	0.2	eq	四川汶川
2019 1 16 12  30 19.3	31.23	103.50	5	ML	0.9	eq	四川汶川
2019 1 15 24  55 48.4	31.59	103.95	19	ML	0.3	eq	四川绵竹
2019 1 15 21  20 24.6	31.77	102.26	5	ML	0.1	eq	四川马尔康
2019 1 15 21  50 09.4	31.66	103.17	5	ML	0.3	eq	四川理县
2019 1 15 4 3 36 10.0	30.99	103.19	22	ML	2.0	eq	四川汶川
2019 1 15 1 2 21 07.1	31.67	103.14	9	ML	1.0	eq	四川理县
2019 1 15 0 2 26 56.8	30.41	102.85	13	ML	0.6	eq	四川宝兴
2019 1 14 7 5 55 26.6	30.75	102.98	5	ML	0.8	eq	四川芦山
2019 1 14 5 1 15 24.5	30.94	103.25	13	ML	0.3	eq	四川汶川
2019 1 14 5 1 14 38.2	31.14	103.53	6	ML	0.3	eq	四川汶川
2019 1 14 4 2 22 17.6	30.40	102.98	14	ML	1.0	eq	四川芦山
2019 1 13 22  11 55.0	30.01	102.43	22	ML	0.3	eq	四川天全
2019 1 13 22  46 09.8	31.02	103.41	5	ML	0.1	eq	四川汶川
2019 1 13 11  53 00.9	31.67	103.12	8	ML	0.8	eq	四川理县
2019 1 13 11  41 45.5	31.67	103.12	8	ML	0.6	eq	四川理县
2019 1 13 8 3 37 55.5	31.77	102.27	8	ML	0.9	eq	四川马尔康
